transaction_id,customer_id,category,subcategory,transaction_amount,login_hour,device,location,blink_rate,motion_score,spoof_probability,beneficiary_new,rooted_device,historical_risk,crime_context,risk_label,timestamp
T6904,C1041,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,121508.4,3,Unknown_Device,OtherCity,3,0.09,0.68,1,1,15,By  AM on  February  my wife started receiving video calls and obsecene porn videos from the no  and he started threatening her for sexual favours and if disagreed consequences of posting her number in the porn group seeking for women,high,2026-02-12 02:19:27.325136
T6905,C1005,Online Financial Fraud,Internet Banking Related Fraud,59291.38,12,OnePlus12,Delhi,18,0.41,0.1,0,0,11,FRUAD TRANSACTION ,low,2026-05-13 02:50:27.325136
T6906,C1064,Online Financial Fraud,UPI Related Frauds,41635.69,9,Samsung_S24,Bangalore,14,0.43,0.08,1,0,7,FINANCIAL FRAUD ,low,2026-05-24 19:42:27.325136
T6907,C1095,Online Financial Fraud,Fraud CallVishing,514939.35,1,Emulator,Foreign,3,0.06,0.89,1,1,31,my relatives are getting calls from random numbers and getting threat to pay money on my behalf as i am not paying the companys money back the numbers from which they are getting calls are  ,high,2026-02-12 09:13:27.325136
T6908,C1055,Online Financial Fraud,Internet Banking Related Fraud,137090.42,5,Unknown_Device,Foreign,3,0.09,0.89,1,1,24,Fraud done by loan app AG Loan  with me they hack my gmail Id and download my contact list and photos they have my PAN CARD JMPPKN  AADHAR CARD  My Photo and they start sharing my KYC documents to other loan apps if any missuse done by them or any lo,high,2026-02-24 04:04:27.325136
T6909,C1040,Online Gambling  Betting,Online Gambling  Betting,21031.46,16,OnePlus12,Hyderabad,17,0.4,0.16,0,0,5,"Dear sirmam
I deposited k and I was playing game and I won k total So for withdrawal I need pay k st and then withdrawal possibleas customer service person said 
But
I paid k also and then they stop giving me response on watsapp chat
There WhatsA",low,2026-02-26 19:14:27.325136
T6910,C1082,Any Other Cyber Crime,Other,2387.94,6,Pixel8,Chennai,11,0.23,0.08,0,0,40,I Nitin lured into a on screen video call when I got a video call from a girl named  Neha Gupta on Facebook on I attended the video call on whatsapp  where that girl was posing naked during the video call I had no intentions and knowledge regarding t,low,2026-02-12 08:03:27.325136
T6911,C1185,Online Financial Fraud,UPI Related Frauds,44459.78,10,iPhone15,Mumbai,17,0.24,0.12,0,0,18,SIR PLS HOLD THIS AMOUNT,low,2026-02-20 14:26:27.325136
T6912,C1038,Any Other Cyber Crime,Other,37291.76,8,OnePlus12,Hyderabad,16,0.38,0.06,0,0,37,I got one WhatsApp message from this number  its says I have taken loan from rupee king app and if I didnt pay the amount before pm yesterday they we will use my contact list and call all the people and misuse my personal details from phone I got one,low,2026-05-04 09:38:27.325136
T6913,C1072,Any Other Cyber Crime,Other,69481.3,9,iPhone15,Bangalore,21,0.47,0.08,0,0,5,Fraud by Ankit Kumar Ac,low,2026-01-29 01:13:27.325136
T6914,C1147,Online Financial Fraud,UPI Related Frauds,506638.96,5,Unknown_Device,Foreign,2,0.01,0.99,1,1,18,"FRAUD THROUGH   UPI Fraud	 RAZOR PAY 
BANK  	UNION BANK OF INDIA 
ACCOUNT NUMBER   
TOTAL AMOUNT   
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION",high,2026-05-26 20:47:27.325136
T6915,C1158,Online Financial Fraud,UPI Related Frauds,44536.01,20,Samsung_S24,Pune,14,0.32,0.16,0,0,0,"Caller informed that he lost  through google pay


I received a mail with my companys CEO name After asking if Im free and do I have UPI ID I was told to send a sum of  to UPI ID murasingsujitokhdfcbank I was told that the money will be paid back ",low,2026-04-11 08:38:27.325136
T6916,C1094,Online Financial Fraud,UPI Related Frauds,22065.97,21,VivoX100,Kolkata,12,0.46,0.2,0,0,19,                                                                            ,low,2026-03-17 05:26:27.325136
T6917,C1085,Any Other Cyber Crime,Other,78210.33,5,Unknown_Device,Foreign,3,0.07,0.72,1,1,16,I have given  to kbc fake messagesThrough phonepe i want that backthere from delhi,high,2026-05-25 21:31:27.325136
T6918,C1106,Online and Social Media Related Crime,FakeImpersonating Profile,78764.3,10,Pixel8,Hyderabad,10,0.54,0.12,1,0,28,The guy name Malay Parmar from Dubai is using my name and morphed image and my fake Instagram account and send me the follow request  He earlier also message me on whatsapp to circulate my morphed image to my realtives in Facebook His name is Malay P,low,2026-04-27 11:05:27.325136
T6919,C1048,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,33291.53,9,VivoX100,Kolkata,13,0.4,0.11,1,0,32,Sir kisi ladki ne Facebook per sms Kiya or uske saath baat ki to usne video call record karke dhamki Dena suru kar Diya or kuch log call kar rahe hai or dhamki de rahe hai ki hum seber sell sell baat kar rahe hai apke upper sexual video complain hai ,low,2026-05-20 19:44:27.325136
T6920,C1084,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,32594.35,15,OnePlus12,Kolkata,14,0.17,0.12,0,0,37,"I have already raised a complaint in cyber cell with Ack Number 

Wanted to add few more details here in this ticket 
My debit card was blocked initially on November  as Rs  was debitted on that day But even after it is blocked i lost Rs on the ne",low,2026-03-21 02:58:27.325136
T6921,C1088,Online Financial Fraud,EWallet Related Fraud,36978.71,12,iPhone15,Chennai,21,0.26,0.12,1,0,23,"FRAUD THROUGH   WALLET
BANK  PAYTM BANK
ACCOUNT NUMBER   
TOTAL AMOUNT   
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION PLEASE REFUND MY SOON AS POSSIBLE",low,2026-05-05 13:11:27.325136
T6922,C1097,Any Other Cyber Crime,Other,40198.72,23,Samsung_S24,Bangalore,10,0.37,0.08,0,0,19,Ad in Times of India  for installation of mobile tower rooftop at our residence in Bhubaneswar by a company Golden future lifeIn the process I lost Rs filed FIR at nearby police station,low,2026-03-02 10:27:27.325136
T6923,C1000,Online Financial Fraud,UPI Related Frauds,793.0,21,Pixel8,Hyderabad,13,0.25,0.2,0,0,16,Dear Sir this so called  multi media company called N mobile media had lured me into paying a sum Rs Rs Rs Rs but the website now is shut and the money paid by me has lost  please kindly allow me to address this issue,low,2026-03-03 16:53:27.325136
T6924,C1141,Any Other Cyber Crime,Other,117986.2,2,Unknown_Device,Foreign,1,0.15,0.84,1,1,8,The fake SMS has been circulating in the market since  weeks and we have received many complaints regarding the SMS The unknown person has been impersonating as a Marketing representative working at our company in Kolkata Our company is based in Mumb,high,2026-01-23 12:07:27.325136
T6925,C1160,Online Financial Fraud,UPI Related Frauds,16913.69,2,Unknown_Device,Foreign,0,0.06,0.93,1,1,34,caller informed that he had lost the money through phonepe by mistakely sent to some one,high,2026-04-09 23:57:27.325136
T6926,C1192,Online and Social Media Related Crime,Cheating by Impersonation,73244.43,4,Unknown_Device,OtherCity,1,0.11,0.78,1,1,7,I entered my details on quikrcom as I required a cook urgently I received a call back from a person claiming to be from an agency who would send a cook to my house for INR  I agreed and sent the money to the Gpay account he asked me to send on throug,high,2026-02-15 21:28:27.325136
T6927,C1049,Sexually Explicit Act,,15610.15,5,OnePlus12,Kolkata,18,0.52,0.07,1,0,29,He make fake WhatsApp account and use my photos in Profile picture to advertise his cosmetics shop without my permission and when I call him and say That I cased a file in cyber crimeHe replied just do whatever you want I dont care and he use abusive,low,2026-04-04 11:12:27.325136
T6928,C1107,Online and Social Media Related Crime,Online Job Fraud,23836.44,17,Samsung_S24,Bangalore,16,0.41,0.04,0,0,7,I was looking for a job on Apna App I found a job as a Data Entry Operator in Rajputana Pest control of India but my interview was taken by a hiring company name Trinity Infinity Solution in Janakpuri west incident site after the interview they asked,low,2026-01-26 07:27:27.325136
T6929,C1115,Online Financial Fraud,UPI Related Frauds,12581.95,16,OnePlus12,Chennai,23,0.28,0.15,0,0,10,"Online Frauds   UPI Fraud  Phone Pe
compl got unauthorised transctions through  UPI phone he dint shared any OTPs etc whole amount went to striking solutions private limited",low,2026-03-30 19:03:27.325136
T6930,C1078,Online Financial Fraud,UPI Related Frauds,348417.15,0,Emulator,Foreign,2,0.03,0.81,1,1,8,pahle mere pass ek call aaya jisme bola gaya ki aapko basketofferscom ke dwara aapko ek maximum price  rupees ka ek order krna hoga jiske baad aapko lucky draw me kuch bhi gift is company ke dwara provide krwaya jayega jisme se dell leptop soni led t,high,2026-01-17 23:55:27.325136
T6931,C1182,Online Financial Fraud,UPI Related Frauds,30388.11,15,VivoX100,Pune,21,0.59,0.07,1,0,16,"  Dear sir
        Please stop the fraudulent transaction and refund the amount in source account
 Regards ",low,2026-03-18 06:57:27.325136
T6932,C1174,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,53667.36,6,VivoX100,Hyderabad,17,0.32,0.18,0,0,23,"FRAUD THROUGH  Debit Card
BANK HDFC BANK 
ACCOUNT NUMBER 
TOTAL AMOUNT 
PLEASE HOLDREVERSE TOTAL AMOUNT IN THE COMPLAINANTS ACCOUNT AND TAKE NECESSARY ACTIONpls chek sir my detail and refund my money quikely",low,2026-03-19 23:07:27.325136
T6933,C1034,Cyber Attack/ Dependent Crimes,Data Breach/Theft,10050.97,11,OnePlus12,Bangalore,17,0.19,0.03,1,0,15,"My friend mentioned something like this happened to them a few months ago, but I thought it was a one-off. Then, suddenly, I got this weird notification asking me to update my password, but the message didn’t look like the usual ones I receive from t",low,2026-04-20 19:19:27.325136
T6934,C1085,Online Financial Fraud,UPI Related Frauds,9085.15,16,OnePlus12,Kolkata,12,0.56,0.12,0,0,16,Fraud Amount Rs ,low,2026-03-09 20:07:27.325136
T6935,C1197,Online Financial Fraud,UPI Related Frauds,57700.09,21,iPhone15,Bangalore,16,0.63,0.01,0,0,8,I got a call from  then he talk me as a friend who knows me very well then he told me to recieve some payment on phonepay I recieved notification on phonepay after that i checked my account balance I found my  gone to ybl Pls help me,low,2026-04-06 01:44:27.325136
T6936,C1025,Online Financial Fraud,EWallet Related Fraud,30873.9,8,OnePlus12,Hyderabad,17,0.51,0.16,0,0,16,My father put up a washing machine on facebook marketplace for sale A person by the name of Constable Naresh Kumar of Indian Army approached my father on facebook to buy the product On the morning of st February  Naresh Kumar with another man contact,low,2026-02-14 20:50:27.325136
T6937,C1188,Sexually Explicit Act,,96521.82,1,Unknown_Device,Foreign,0,0.15,0.85,1,1,8,Neha sharma called from mobile number  and Published sex video calls through whatsapp and collecting funds by paytm payments bank account number MCIFSCPAYTM BRANCH NAME NOIDA UTTAR PRADESH,high,2026-04-22 13:06:27.325136
T6938,C1147,Online Financial Fraud,UPI Related Frauds,56305.96,17,Pixel8,Mumbai,15,0.23,0.06,0,0,18,"Dear Sir
             Please stop the fraudulent transaction and refund the amount in source accountDebit Card N 
Regards
",low,2026-04-12 09:34:27.325136
T6939,C1071,Online Financial Fraud,Internet Banking Related Fraud,44870.9,17,Samsung_S24,Pune,15,0.52,0.13,0,0,22,Caller informed that she book a flight ticket  in online and paid amount  now but they are not refunding and responding for the email and calls In helpline call just saying it will be processed within  to  days but from last  months same response and,low,2026-01-21 12:02:27.325136
T6940,C1015,RapeGang Rape RGRSexually Abusive Content,,16070.84,16,Pixel8,Bangalore,16,0.52,0.2,0,0,34,"Respected Sir

A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropol",low,2026-04-02 09:51:27.325136
T6941,C1189,Online Financial Fraud,Internet Banking Related Fraud,55022.53,18,VivoX100,Delhi,11,0.38,0.05,0,0,8,Financial Fraud,low,2026-04-02 06:52:27.325136
T6942,C1159,Any Other Cyber Crime,Other,22288.14,19,Pixel8,Chennai,14,0.56,0.06,0,0,20,Call by Rbl coustomer care number and tell me your credit card limit increse and he says my pan number and my card number coreectlly after verfication process after he said your setting updte and limit increse to given the OTP and after debit my cred,low,2026-02-20 18:52:27.325136
T6943,C1052,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,74542.92,23,OnePlus12,Pune,11,0.25,0.15,0,0,32,I have got a call from this number that an FIR is filed against me for an obscene video and I have to pay  to the Youtube social media department to delete that video They had a video call and shared a ID with a fake department as CIB and mentioned t,low,2026-05-05 04:00:27.325136
T6944,C1021,Online Financial Fraud,UPI Related Frauds,7037.38,9,iPhone15,Mumbai,17,0.33,0.06,0,0,33,"Online financial fraud  we have adharcard of party and mobile number active 
he said you must balance  we will retern your payment  party is receiving call but not return money  he said i will not return your payment  when i said i will complaint yo",low,2026-05-15 23:25:27.325136
T6945,C1160,Online Financial Fraud,UPI Related Frauds,1310.57,23,VivoX100,Hyderabad,18,0.52,0.06,0,0,34,"FRAUD THROUGH  UPI PHONEPE
BANK  STATE BANK OF INDIA
ACCOUNT NUMBER   
TOTAL AMOUNT  

PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINANT ACCOUNT AND TAKE NECESSARY ACTION
",low,2026-01-14 20:49:27.325136
T6946,C1196,Online Financial Fraud,UPI Related Frauds,76672.49,8,iPhone15,Mumbai,24,0.25,0.03,0,0,23,Web Capcha ka website banakr logo ko earning ka jariiya btake  Uavajicici Payment gatway se   se  rupya le raha hai   Ye apna name Arjun soni bta raha hai mobile    ye bahut bada scam kr rahi hai,low,2026-04-26 20:09:27.325136
T6947,C1045,Online Financial Fraud,UPI Related Frauds,15418.78,20,Pixel8,Pune,17,0.46,0.2,0,0,32,i have recived link name is wwwkncchaincom it has rent a cryptocurruncy mining machine on some day  and high return to investment i have invested  somthing invested i have recived somtime withdrawel but after  january  it has no withdrawal and say yo,low,2026-01-14 21:28:27.325136
T6948,C1165,Online Financial Fraud,UPI Related Frauds,13886.56,14,Samsung_S24,Delhi,12,0.47,0.12,0,0,19,"FRAUD THROUGH GOOGLE PAY 

BANK AIRTEL PAYMENTS BANK 

ACCOUNT NUMBER  
TOTAL AMOUNT   


PLEASE HOLD  REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION

",low,2026-02-23 19:56:27.325136
T6949,C1164,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,358040.3,2,Unknown_Device,OtherCity,3,0.04,0.67,1,1,29,This is an unknown number to me and I received the video call There was a guy showing his penis I am logging this compliant on behalf of my mother in law and she is still in shock from this incident,high,2026-05-13 15:15:27.325136
T6950,C1090,Online Financial Fraud,UPI Related Frauds,5132.54,18,Samsung_S24,Hyderabad,10,0.3,0.1,1,0,9,I have made a purchase of the PS I found the website on google but this website is fake and the money has gone to a fraud I have called the bank and informed of the same please help me it is a very big amount please help,low,2026-03-18 00:42:27.325136
T6951,C1031,Online Financial Fraud,DematDepository Fraud,329827.73,0,Unknown_Device,Foreign,1,0.05,0.73,1,1,37,Flipkart agent told me to pay money in this QR code you will earn  daily they continue to convince me and they asked me for money and they took my  and I have not received my commission from them,high,2026-03-12 00:04:27.325136
T6952,C1151,Any Other Cyber Crime,Other,55498.77,12,Samsung_S24,Mumbai,16,0.48,0.07,0,0,17,"some one Done Fraud Done and Taken My  
HDFC AGENT DOEN A FRAUD WITH ME HE SAYING THAT HE IS HDFC PERSONAL LOAN AGENT HE CHARGED ME  AS SERVICE
I KINDLY REQUEST YOU REFUND IT BSAKDBKSDBSADBASDKASBDLKABDASJKDBDASKDBSAKLDGALDGWLIGWQOIUGW",low,2026-05-01 23:13:27.325136
T6953,C1180,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,3302.73,7,Samsung_S24,Kolkata,17,0.36,0.14,0,0,16,On th February  I wanted to book a taxi from Matheran to Mumbai both in Maharashtra I was searching for taxis with affordable prices on google and came across this site   httpsallindiataxitravelcom There was a form to enter my name phone number picku,low,2026-05-25 16:38:27.325136
T6954,C1147,Online Financial Fraud,Internet Banking Related Fraud,47387.89,15,Pixel8,Mumbai,18,0.27,0.06,1,0,18,"premchand megwal so raghunath ram  email idprembhardgmailcom  address kabir ashram ki gali fati pura pin code  pssadar disst bikaner se suchna karta ke pass es no    se call aaya bak ac se fraud ho gya 
suchna karta ki bank ac details union bank    ",low,2026-01-19 16:44:27.325136
T6955,C1185,Online Financial Fraud,UPI Related Frauds,29848.83,8,iPhone15,Mumbai,18,0.36,0.04,0,0,18,Sir and mam a message comes on our telegram on th December that if you invest  in your Indian Rupee then after  hours there will be a profit of  lakh rupees I told him after that he will not have to pay a rupee   he does not speak after that I will b,low,2026-05-10 15:35:27.325136
T6956,C1031,Online Financial Fraud,UPI Related Frauds,52144.87,11,Pixel8,Hyderabad,10,0.26,0.03,0,0,37,PLEASE FREEZE THIS AMOUNT,low,2026-01-24 18:26:27.325136
T6957,C1117,Online Financial Fraud,EWallet Related Fraud,15544.66,12,OnePlus12,Bangalore,12,0.38,0.04,0,0,29,RECEIVED QR CODE MESSAGE ON WHATS APP FROM A RANDOM PERSON WHO WAS POSING AS ARMY OFFICER HIS NAME IS JORA SINGH INDIAN OFFICER HIS MOB NO  HE DEDUCTED RS  AND THEN RS  FROM MY ACCOUNT VIA PAYTM,low,2026-02-15 20:45:27.325136
T6958,C1153,Online Financial Fraud,UPI Related Frauds,441501.83,4,Emulator,Foreign,2,0.04,0.83,1,1,19,"Impersonation  Cheating
victim got a FB request on his friend name so suspect asked money in an emergency so victim paid later he came to know that it was a fraud",high,2026-05-16 07:05:27.325136
T6959,C1113,Online and Social Media Related Crime,FakeImpersonating Profile,12095.1,7,Samsung_S24,Bangalore,14,0.41,0.19,0,0,10,"Any one make my fake id Facebook with my photos 
I receive my colleague call for Birthday wish thats why I check my profile but right on that

Fake ID me DOB wrong hai isliye ye mujhe samja aur aaj mujhe aur colleague ne fb notification dikhaya ki",low,2026-04-05 16:51:27.325136
T6960,C1191,Cyber Attack/ Dependent Crimes,Ransomware Attack,255823.65,2,Emulator,Foreign,4,0.07,0.8,1,1,34,"The issue actually started when I got this email, which at first glance seemed like spam. I usually ignore such things, but for some reason, I opened it this time. Afterward, my phone started freezing, and it wasn’t normal. I thought it was a technic",high,2026-05-28 21:15:27.325136
T6961,C1166,Online Financial Fraud,UPI Related Frauds,17704.23,9,OnePlus12,Bangalore,20,0.26,0.06,0,0,35,Amount deducted through googlepay,low,2026-05-01 08:25:27.325136
T6962,C1050,Online Gambling  Betting,Online Gambling  Betting,18551.43,18,iPhone15,Chennai,22,0.29,0.13,0,0,21,i got to know about them by instagram so i taught of ordering there product by seeing there reviews then one day i approached them they said st we have to payment and then they will proceed blindly i believed them and did payment after the payment th,low,2026-02-15 19:29:27.325136
T6963,C1099,Online Financial Fraud,UPI Related Frauds,24676.89,7,VivoX100,Kolkata,19,0.23,0.1,0,0,18,"ONILINE FANINACIAL FRAUD 
",low,2026-05-01 13:37:27.325136
T6964,C1076,Online Financial Fraud,Fraud CallVishing,15575.43,17,Samsung_S24,Hyderabad,13,0.32,0.06,0,0,28,"he is working  Tata finserve in Himayath nagar
his name M vijay cell he asking money again and again please sir bring  my money back and take serious action on him he is doing big fraud to many people",low,2026-01-17 07:12:27.325136
T6965,C1002,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,29745.68,22,Pixel8,Bangalore,17,0.35,0.06,1,0,27,"FRAUD THROUGH DEBIT CARD
BANK STATE BANK OF INDIA
ACCOUNT NO  
TOTAL AMOUNT  
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION FRAUD THROUGH DEBIT CARD
BANK STATE BANK OF INDIA
ACCOUNT NO  
TOTAL AMOUNT  
PL",low,2026-03-06 18:09:27.325136
T6966,C1079,Online Financial Fraud,UPI Related Frauds,430695.36,0,Unknown_Device,Foreign,4,0.03,0.95,1,1,13,Fraudulent transaction ,high,2026-02-17 17:02:27.325136
T6967,C1064,Online Financial Fraud,UPI Related Frauds,23829.66,5,Samsung_S24,Bangalore,14,0.52,0.19,0,0,7,"FRAUD THROUGH  UPI PHONE PE
BANK  BANK OF BARODA
AC

TOTAL AMOUNT 
 PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION ",low,2026-04-18 12:59:27.325136
T6968,C1197,Online Financial Fraud,Fraud CallVishing,35562.48,18,iPhone15,Bangalore,14,0.52,0.02,0,0,8,Online loan app kreditbee I got the the loan amount  but the customer care is continuously calling me and harrsing and hack my mobile gallery and my wife photo and my gallery is full hacker he is blackmail me  he is asking  rupess but i take only  ru,low,2026-04-30 09:52:27.325136
T6969,C1109,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,18954.99,15,iPhone15,Pune,12,0.29,0.07,0,0,12,FRAUDULENT TRANSACTION,low,2026-02-01 05:17:27.325136
T6970,C1196,Online Financial Fraud,UPI Related Frauds,78413.98,9,iPhone15,Mumbai,20,0.26,0.18,1,0,23,"Attached screenshot of the numbers where i have got call saying you have won  cash back offer from Paytm

I have not done the payment as i was aware of the fraud just raising complaint so no one should be victim",low,2026-03-14 13:33:27.325136
T6971,C1026,Online Financial Fraud,UPI Related Frauds,64179.82,21,Pixel8,Chennai,23,0.39,0.03,0,0,38,He told me that you are selected in giveaway of Iphone  by sk communication then he told give  courier charge and you will get a link of youtube at  pm and you will get tracking ID of your product but he doesnt give anything and he block my mobile nu,low,2026-01-20 12:08:27.325136
T6972,C1044,Online Financial Fraud,UPI Related Frauds,50172.29,8,VivoX100,Chennai,13,0.4,0.08,0,0,23,On th Feb  I got a call from   After call I got some web link in text message After these in three intervals Rupee then  rupee debited from my account  They portrayed that i have ordered something from them but in actual i have not ordered from them,low,2026-05-29 20:56:27.325136
T6973,C1123,Online Financial Fraud,Internet Banking Related Fraud,64849.19,5,Unknown_Device,Foreign,4,0.05,0.95,1,1,38,Recieved SMS on  Jan for SBI Yono account and that too from a mobile no which appears to be suspicious aince I am not operating on SBI Yono and msg is not from a customer care number Kindly confirm the authenticity,high,2026-03-04 04:36:27.325136
T6974,C1120,Sexually Explicit Act,,24628.12,7,Samsung_S24,Pune,17,0.27,0.1,0,0,3,Respected sir myself Mohammed Fazal We first meet on eris app its a online dating app Ahe say i am a girl interested on you Laterally i realized he is boy He call yesterday and say call video call with nude and he record the video He aak me  rupees i,low,2026-02-09 13:20:27.325136
T6975,C1063,Cyber Attack/ Dependent Crimes,Ransomware Attack,22376.79,12,OnePlus12,Mumbai,19,0.4,0.04,0,0,12,"I never imagined something like this could happen to me, especially since I'm so cautious. But then I started noticing that my online activity felt different, slower even. I can't even describe it well because everything seemed normal, except for the",low,2026-03-03 06:18:27.325136
T6976,C1188,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,12176.11,11,Samsung_S24,Chennai,13,0.43,0.15,1,0,8,PAHLE MERA  RUPEE PTA NHI KIS BAAT KE MERE ACCOUNT SE KATE TO MAINE GOOGLE KI SAHAYTA SE NE NO LIYA  OR IS PAR CALL KIYA ISNE MUJHSE ANYDESK APP DOWNLIAD KRVAYA OR MERE IMOBIPAY AP  JAKAR SAARE RUPEE SAF KR DIYE MAI BAHUT PRESAAN HU RAJASTHAN POLICE ,low,2026-02-08 13:12:27.325136
T6977,C1078,Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,32013.26,17,iPhone15,Chennai,10,0.36,0.15,1,0,8,"I was in Mumbai when The incident took place but the snapchat mail shows an IP address of Pune Was done twice I do not check mails hence did not realise 
Snapchat has my photos stored under memories section No msg were sent but after it was hacked N",low,2026-03-04 00:30:27.325136
T6978,C1167,Any Other Cyber Crime,Other,66533.38,4,Unknown_Device,Foreign,2,0.04,0.74,1,1,28,I have no information any fraud my money I am very worried Help me crime branch I have no money in my wallet My problem is money and not any problemI fear to handle phonepe So I request you solve my problems,high,2026-01-12 18:02:27.325136
T6979,C1107,Online Financial Fraud,Internet Banking Related Fraud,456330.27,2,Emulator,Foreign,3,0.03,0.92,1,1,7,Received SMS from the suspect number Then received an OTP for transaction  from SBI which I did not initiate Upon immediately login to netbanking the amount of  was already deducted The details of the transaction are provided,high,2026-04-14 07:17:27.325136
T6980,C1027,Online Financial Fraud,UPI Related Frauds,314399.1,2,Unknown_Device,Foreign,4,0.11,0.85,1,1,30,I Mr Kevinson Shylla have mistakenly transferred my money to a fraud Rs  thought that it was a loan that i have applied and also i have filled up an online form in the website indicate above giving all my details bank details and aslo i have enclosed,high,2026-03-29 06:25:27.325136
T6981,C1130,Online and Social Media Related Crime,Online Job Fraud,15700.9,11,OnePlus12,Mumbai,19,0.39,0.04,0,0,13,"I got a message saying part time job is available and you can earn  tok daily I know it was fraud I asked them about the companys details but they said youve to register first and pay some amount to get started
I didnt know where else to go other th",low,2026-04-23 12:12:27.325136
T6982,C1105,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,552225.88,2,Emulator,Foreign,0,0.05,0.97,1,1,18,Identity theft   Vishing Call Fraud from SBI Customer care number   CreditDebit Cards Fraud  Victim got a call from unknown person regarding credit card upgradation and the victim shared the details and lost the money,high,2026-03-02 09:19:27.325136
T6983,C1143,Online Financial Fraud,UPI Related Frauds,3487.77,10,OnePlus12,Kolkata,22,0.4,0.04,0,0,22,"Dear sir
        Please stop the fraudulent transaction and refund the amount  in source account
 Regards 
",low,2026-04-27 01:19:27.325136
T6984,C1110,Child Pornography CPChild Sexual Abuse Material CSAM,,130927.98,5,Unknown_Device,Foreign,3,0.04,0.71,1,1,5,Pehle mere ko fb pr request ayi neha sharma ki naam id se fir usne bola friend ship karoge maine bola ok fir bola aapna whats app no do to fir maine number diya fir boli whats app pr baat karte h uske baad naam puchha maine naam bataya age puchhi age,high,2026-05-26 08:10:27.325136
T6985,C1018,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,36037.06,17,OnePlus12,Hyderabad,11,0.33,0.16,1,0,21,Utraksh Mishra  and Akshit bansal seems they have created fake profile and they are continuously doing the frade with many people on facebook there is one group looters life in this grould many people has reported the fraud against the utraksh Mishra,low,2026-02-16 08:10:27.325136
T6986,C1042,Online Financial Fraud,UPI Related Frauds,215041.03,3,Emulator,Foreign,0,0.02,0.86,1,1,13,Financial Fraud ,high,2026-01-14 20:01:27.325136
T6987,C1006,Sexually Explicit Act,,18845.96,12,iPhone15,Bangalore,19,0.27,0.12,0,0,19,They called and told my father that they are from jio and wanted to install tower so please send you property paper copy aadhar card and pan card also used abusing word on call and text message I added text messages details of chat for the same,low,2026-04-21 16:44:27.325136
T6988,C1169,Any Other Cyber Crime,Other,181677.27,1,Unknown_Device,Foreign,0,0.03,0.72,1,1,33,Stitchgaincom is fraud website i have ordered adjustable table of  ruppee but now they are not answering and not receiving call There are video related to this website on YouTube which i saw after order that this is fraud,high,2026-02-27 05:14:27.325136
T6989,C1131,Online Financial Fraud,UPI Related Frauds,3081.38,9,Pixel8,Hyderabad,20,0.47,0.14,1,0,17,"One of my team members has received an email from arcarcvirginmediacom and the name of the email was mine Krishna Jasti The email was asking for a fund transfer on my behalf to a vendor

This email was sent to his personal email address",low,2026-03-27 02:17:27.325136
T6990,C1103,Online Financial Fraud,Internet Banking Related Fraud,79318.05,1,Emulator,Foreign,4,0.12,0.84,1,1,24,"Citizen  Details 
Name Rameswar lal so Ramray    
Address  gav  Gusaisar  Teh Dist BIKANER 
PS  Napasar    PIN  
mob no      Alt no  
BankBOB   AC no     IFSCBARBGUSAIN   Branch Gusaisar   BIKANER 
Total Fraud Amount     Rupees  Date   Feb  
F",high,2026-01-13 15:11:27.325136
T6991,C1128,Online Financial Fraud,EWallet Related Fraud,63977.76,5,Pixel8,Mumbai,18,0.42,0.07,0,0,25,"citizen detail
name  roshan chodary 
add todawaso ki dhani 
mob
email  roshanchodharyrk gmailcom
distjaipur  
pin code
ps  bhankrota        
froud by  phone  pay   
citizen bank detail
ac no SBI  IFSC  SBIN
phone  pay no 
 

Transacatio",low,2026-02-11 07:57:27.325136
